sale_id,sale_date,dealer_id,model_code,sale_price
601221,2025-01-11,302,MODEL_7,39576.24
601222,2025-09-30,306,MODEL_8,32844.43
601223,2024-12-24,314,MODEL_9,31685.75
601224,2025-04-29,304,MODEL_9,42043.09
601225,2024-08-18,315,MODEL_9,35708.54
601226,2025-02-27,303,MODEL_6,43123.07
601227,2024-05-28,314,MODEL_2,52583.92
601228,2024-02-02,312,MODEL_4,44585.67
601229,2025-11-08,316,MODEL_2,59069.9
601230,2024-10-19,319,MODEL_3,49244.99
601231,2024-03-22,315,MODEL_7,48388.88
601232,2025-11-07,319,MODEL_9,56908.15
601233,2024-12-13,316,MODEL_2,41533.22
601234,2024-10-21,318,MODEL_6,42129.35
601235,2024-03-14,314,MODEL_9,54990.13
601236,2024-10-05,301,MODEL_5,41419.18
601237,2025-02-02,312,MODEL_3,40350.43
601238,2025-09-07,314,MODEL_4,51426.36
601239,2024-04-19,300,MODEL_3,44815.63
601240,2025-09-13,319,MODEL_2,28424.31
601241,2025-08-16,309,MODEL_7,53663.63
601242,2024-11-19,303,MODEL_6,28732.54
601243,2024-07-14,312,MODEL_8,42247.66
601244,2025-12-17,304,MODEL_7,38835.54
601245,2024-04-22,315,MODEL_1,50039.57
601246,2024-05-06,306,MODEL_10,32089.87
601247,2024-12-02,314,MODEL_2,43400.18
601248,2025-05-12,300,MODEL_9,29789.53
601249,2024-05-27,319,MODEL_1,56044.61
601250,2024-12-05,304,MODEL_8,51676.54
601251,2024-02-28,309,MODEL_10,50623.43
601252,2024-12-05,319,MODEL_7,32902.87
601253,2025-04-17,302,MODEL_2,51996.59
601254,2025-10-10,314,MODEL_3,24105.98
601255,2025-02-18,315,MODEL_1,41820.54
601256,2024-10-09,301,MODEL_3,32323.12
601257,2024-01-14,302,MODEL_10,47127.32
601258,2025-03-13,312,MODEL_10,38770.15
601259,2025-11-16,308,MODEL_5,25116.63
601260,2025-06-30,318,MODEL_5,33981.55
601261,2024-05-10,304,MODEL_5,53585.96
601262,2024-06-25,304,MODEL_4,47620.96
601263,2025-06-21,308,MODEL_8,46034.96
601264,2024-06-20,302,MODEL_1,39889.09
601265,2024-04-03,307,MODEL_6,47632.0
601266,2024-10-18,302,MODEL_2,47538.25
601267,2024-06-30,302,MODEL_3,44244.36
601268,2025-04-16,305,MODEL_10,48974.63
601269,2025-01-11,307,MODEL_10,42243.45
601270,2025-05-09,314,MODEL_4,36867.51
601271,2024-12-28,319,MODEL_4,60245.11
601272,2024-05-09,308,MODEL_9,47816.09
601273,2025-04-18,305,MODEL_1,45492.85
601274,2025-11-04,307,MODEL_8,46027.0
601275,2025-07-02,300,MODEL_10,23830.8
601276,2024-04-12,306,MODEL_9,39949.12
601277,2024-02-03,315,MODEL_2,35432.32
601278,2024-07-23,301,MODEL_5,47042.73
601279,2025-10-11,317,MODEL_10,45432.67
601280,2025-11-11,311,MODEL_5,55397.52
601281,2024-08-20,311,MODEL_3,48188.28
601282,2025-08-18,306,MODEL_4,29814.4
601283,2024-06-28,305,MODEL_1,53137.26
601284,2025-04-25,318,MODEL_7,44460.64
601285,2024-12-23,313,MODEL_10,50289.88
601286,2025-02-26,311,MODEL_3,46398.18
601287,2025-03-16,305,MODEL_8,48937.49
601288,2025-06-10,304,MODEL_7,43216.86
601289,2025-12-21,305,MODEL_4,28462.09
601290,2024-11-11,301,MODEL_3,31074.17
601291,2025-04-09,305,MODEL_10,52406.97
601292,2025-06-11,310,MODEL_1,57718.93
601293,2025-08-23,308,MODEL_6,49958.52
601294,2024-09-27,314,MODEL_7,50550.02
601295,2025-12-20,304,MODEL_8,45685.46
601296,2024-03-24,307,MODEL_8,36436.82
601297,2025-09-29,318,MODEL_7,42647.53
601298,2024-10-24,300,MODEL_5,53246.18
601299,2025-11-03,318,MODEL_9,45579.16
601300,2024-11-12,305,MODEL_7,45415.18
601301,2025-10-13,315,MODEL_8,52963.85
601302,2024-07-31,316,MODEL_9,44291.24
601303,2025-06-11,306,MODEL_1,39953.6
601304,2024-06-08,304,MODEL_5,34976.3
601305,2024-09-29,316,MODEL_7,46441.39
601306,2024-02-16,316,MODEL_8,34160.39
601307,2024-06-20,314,MODEL_7,47042.76
601308,2025-07-11,308,MODEL_2,42932.23
601309,2025-03-31,312,MODEL_6,37876.48
601310,2025-11-18,308,MODEL_7,34311.71
601311,2025-06-09,316,MODEL_7,39311.08
601312,2025-04-09,309,MODEL_1,65079.62
601313,2025-11-05,311,MODEL_9,40627.21
601314,2025-10-06,309,MODEL_6,33012.23
601315,2025-08-12,316,MODEL_7,41532.06
601316,2024-03-29,315,MODEL_1,50943.92
601317,2025-12-27,300,MODEL_10,52459.17
601318,2024-06-10,314,MODEL_4,29552.14
601319,2025-04-21,301,MODEL_6,48538.52
601320,2025-05-25,316,MODEL_10,55157.05
601321,2025-03-01,310,MODEL_6,39741.06
601322,2024-06-21,313,MODEL_10,25568.92
601323,2024-12-12,312,MODEL_2,36451.13
601324,2024-02-08,303,MODEL_1,55716.13
601325,2025-05-23,307,MODEL_7,38159.04
601326,2024-10-30,309,MODEL_10,51154.28
601327,2024-08-02,302,MODEL_6,53181.48
601328,2025-01-13,304,MODEL_1,51237.24
601329,2024-06-11,314,MODEL_4,47012.51
601330,2024-09-25,311,MODEL_8,46146.61
601331,2025-10-24,308,MODEL_1,48268.49
601332,2025-04-13,304,MODEL_5,43116.37
601333,2025-09-04,309,MODEL_6,38602.43
601334,2024-01-23,301,MODEL_4,28505.68
601335,2024-11-13,316,MODEL_9,59213.56
601336,2024-10-28,313,MODEL_3,49319.48
601337,2024-12-14,319,MODEL_1,33567.1
601338,2024-01-22,319,MODEL_1,52224.25
601339,2025-01-20,314,MODEL_3,53035.95
601340,2025-12-06,305,MODEL_5,51015.78
601341,2024-09-20,318,MODEL_9,49153.91
601342,2024-06-12,312,MODEL_3,37028.72
601343,2024-01-16,303,MODEL_6,56810.41
601344,2025-12-16,318,MODEL_10,55598.79
601345,2025-09-30,303,MODEL_6,47212.92
601346,2024-03-11,305,MODEL_4,55255.1
601347,2025-10-25,307,MODEL_2,50701.19
601348,2024-09-27,300,MODEL_7,46776.73
601349,2025-09-09,306,MODEL_7,58267.18
601350,2024-10-20,312,MODEL_4,40993.46
601351,2025-04-03,301,MODEL_1,49300.76
601352,2024-06-03,313,MODEL_6,36192.58
601353,2024-10-16,315,MODEL_8,33153.61
601354,2024-06-30,311,MODEL_5,39453.99
601355,2024-01-03,319,MODEL_5,43165.29
601356,2024-03-08,306,MODEL_10,45773.05
601357,2024-04-03,306,MODEL_9,31635.0
601358,2025-11-12,303,MODEL_8,46940.86
601359,2024-07-06,318,MODEL_2,52588.82
601360,2025-10-25,305,MODEL_10,22572.75
601361,2024-02-18,308,MODEL_10,32324.66
601362,2024-06-23,312,MODEL_10,45429.24
601363,2024-07-19,301,MODEL_4,48732.17
601364,2025-11-02,314,MODEL_1,51965.71
601365,2025-10-14,301,MODEL_5,40235.8
601366,2024-11-03,301,MODEL_2,36312.18
601367,2025-04-03,307,MODEL_5,47556.97
601368,2025-06-27,310,MODEL_2,56011.63
601369,2024-05-24,302,MODEL_4,44932.58
601370,2024-10-15,317,MODEL_1,49893.38
601371,2024-07-21,315,MODEL_6,56144.52
601372,2025-10-11,302,MODEL_6,43452.01
601373,2024-09-25,312,MODEL_10,44680.33
601374,2024-10-15,318,MODEL_8,43010.75
601375,2025-07-05,303,MODEL_8,45727.21
601376,2024-04-21,302,MODEL_2,57969.15
601377,2024-02-04,311,MODEL_3,41256.74
601378,2024-06-16,317,MODEL_10,43739.74
601379,2025-12-03,312,MODEL_6,38763.71
601380,2025-01-08,314,MODEL_2,42528.6
601381,2024-11-12,313,MODEL_5,52819.17
601382,2024-11-24,307,MODEL_6,49254.23
601383,2024-08-22,303,MODEL_3,36638.03
601384,2024-10-14,305,MODEL_9,57066.9
601385,2024-04-09,300,MODEL_4,39066.53
601386,2024-12-11,304,MODEL_8,52683.79
601387,2025-04-21,310,MODEL_4,72580.1
601388,2025-05-05,305,MODEL_10,53455.21
601389,2025-07-18,311,MODEL_1,52589.66
601390,2025-12-12,315,MODEL_7,50093.04
601391,2025-01-20,318,MODEL_10,45511.49
601392,2025-04-21,317,MODEL_9,47865.26
601393,2025-07-09,305,MODEL_6,38455.32
601394,2025-10-25,316,MODEL_8,48259.4
601395,2024-12-31,302,MODEL_6,52768.09
601396,2025-10-15,308,MODEL_2,56415.6
601397,2024-02-19,317,MODEL_9,36692.99
601398,2025-09-06,300,MODEL_8,50483.61
601399,2025-12-01,313,MODEL_8,39481.78
601400,2025-06-30,315,MODEL_5,50010.07
601401,2025-12-16,307,MODEL_4,43564.56
601402,2025-11-17,309,MODEL_9,36125.83
601403,2025-03-13,305,MODEL_4,48236.97
601404,2025-01-22,309,MODEL_1,46556.93
601405,2024-06-27,311,MODEL_6,38518.77
601406,2025-02-22,306,MODEL_3,43851.76
601407,2025-05-20,302,MODEL_9,43919.16
601408,2025-09-22,309,MODEL_2,31725.11
601409,2024-05-29,310,MODEL_3,35082.46
601410,2025-11-01,313,MODEL_6,49762.16
601411,2024-04-08,308,MODEL_7,44871.99
601412,2024-02-28,311,MODEL_9,39606.08
601413,2024-07-09,302,MODEL_2,47250.65
601414,2024-03-03,302,MODEL_10,52025.83
601415,2025-09-19,303,MODEL_4,43847.39
601416,2024-10-03,311,MODEL_1,45731.56
601417,2024-08-03,305,MODEL_4,49415.65
601418,2025-01-24,314,MODEL_4,29498.51
601419,2024-09-13,300,MODEL_5,29242.29
601420,2024-07-11,311,MODEL_3,48232.15
601421,2024-09-06,313,MODEL_9,50451.1
601422,2024-03-07,300,MODEL_3,36887.73
601423,2024-08-19,311,MODEL_9,44455.21
601424,2024-03-20,317,MODEL_1,56269.77
601425,2024-04-13,311,MODEL_9,51485.84
601426,2024-08-03,311,MODEL_9,47587.18
601427,2025-07-09,311,MODEL_9,58342.23
601428,2024-08-25,306,MODEL_9,39919.86
601429,2024-07-13,303,MODEL_7,41159.24
601430,2025-04-23,314,MODEL_6,46987.94
601431,2024-04-30,307,MODEL_10,61807.6
601432,2024-11-20,306,MODEL_5,56350.63
601433,2025-12-15,311,MODEL_7,52467.42
601434,2025-04-19,309,MODEL_6,43609.12
601435,2024-04-14,314,MODEL_8,35652.76
601436,2024-07-09,314,MODEL_6,34327.88
601437,2024-12-21,305,MODEL_3,41789.23
601438,2024-01-21,311,MODEL_3,38290.04
601439,2025-06-16,310,MODEL_9,34994.52
601440,2024-03-23,311,MODEL_10,51016.43
601441,2024-08-04,313,MODEL_7,43174.27
601442,2024-10-04,309,MODEL_4,50659.48
601443,2025-12-09,308,MODEL_7,33072.9
601444,2025-08-23,316,MODEL_2,45810.02
601445,2025-09-16,301,MODEL_8,31883.27
601446,2025-06-27,307,MODEL_10,52402.36
601447,2025-10-25,318,MODEL_6,48026.79
601448,2024-08-31,310,MODEL_4,50740.23
601449,2024-06-15,318,MODEL_1,55372.4
601450,2024-07-23,303,MODEL_6,46526.86
601451,2025-09-25,300,MODEL_6,43486.81
601452,2025-11-16,301,MODEL_2,52751.1
601453,2024-08-22,312,MODEL_8,55275.07
601454,2024-05-02,303,MODEL_1,39877.77
601455,2025-07-08,311,MODEL_10,59085.55
601456,2025-03-31,314,MODEL_2,32750.91
601457,2025-12-18,309,MODEL_5,37330.15
601458,2025-12-19,311,MODEL_4,42714.17
601459,2024-03-10,301,MODEL_4,53441.41
601460,2024-04-06,305,MODEL_4,40438.91
601461,2024-09-17,316,MODEL_1,45977.66
601462,2025-06-10,317,MODEL_10,37304.25
601463,2025-07-14,304,MODEL_9,40078.29
601464,2025-08-04,310,MODEL_3,43138.69
601465,2024-05-12,308,MODEL_2,51815.99
601466,2024-03-22,309,MODEL_2,55357.11
601467,2025-01-27,316,MODEL_1,50073.68
601468,2024-07-27,300,MODEL_8,58953.62
601469,2025-10-15,302,MODEL_8,43092.76
601470,2024-05-21,312,MODEL_5,52635.67
601471,2025-02-07,301,MODEL_7,52315.04
601472,2025-03-05,309,MODEL_7,57864.46
601473,2024-12-22,305,MODEL_4,51524.79
601474,2024-09-18,314,MODEL_7,46691.32
601475,2025-06-26,313,MODEL_6,40997.79
601476,2024-10-24,309,MODEL_1,53145.6
601477,2024-04-09,305,MODEL_2,44529.0
601478,2025-01-06,301,MODEL_3,35957.66
601479,2025-11-04,312,MODEL_8,36960.05
601480,2025-07-28,319,MODEL_9,53257.9
601481,2025-02-16,318,MODEL_2,53209.43
601482,2024-01-18,303,MODEL_3,36857.79
601483,2025-01-05,316,MODEL_4,50439.55
601484,2024-08-10,316,MODEL_9,35469.35
601485,2025-10-10,304,MODEL_7,43717.01
601486,2025-06-16,317,MODEL_7,44933.72
601487,2025-02-20,304,MODEL_6,55620.44
601488,2025-09-13,300,MODEL_4,47650.83
601489,2024-12-20,302,MODEL_8,44645.23
601490,2025-10-29,315,MODEL_7,42091.36
601491,2025-02-27,305,MODEL_4,37246.31
601492,2025-03-06,300,MODEL_3,34019.43
601493,2025-02-09,309,MODEL_3,48108.68
601494,2025-02-15,315,MODEL_6,36996.99
601495,2025-02-12,315,MODEL_5,42710.01
601496,2025-04-03,302,MODEL_2,26659.45
601497,2025-09-25,311,MODEL_5,37183.53
601498,2024-09-01,311,MODEL_8,37478.81
601499,2024-08-04,316,MODEL_2,38055.25
601500,2025-06-07,318,MODEL_9,48159.9
601501,2024-06-17,301,MODEL_2,41324.7
601502,2025-10-20,304,MODEL_4,46730.5
601503,2024-08-17,308,MODEL_4,37996.32
601504,2025-05-02,316,MODEL_9,51436.86
601505,2025-08-15,300,MODEL_6,47872.8
601506,2025-02-13,303,MODEL_3,45314.98
601507,2024-01-31,317,MODEL_3,33444.1
601508,2025-12-05,317,MODEL_7,44545.05
601509,2024-06-23,306,MODEL_9,32879.1
601510,2025-12-15,313,MODEL_7,45908.52
601511,2025-11-02,301,MODEL_7,37329.0
601512,2025-07-20,316,MODEL_9,53892.16
601513,2024-04-21,313,MODEL_3,24905.81
601514,2024-11-09,318,MODEL_3,36337.42
601515,2025-09-19,304,MODEL_5,62702.34
601516,2025-04-11,310,MODEL_6,51960.59
601517,2025-09-15,309,MODEL_10,47265.24
601518,2024-06-20,305,MODEL_5,39716.36
601519,2024-09-19,312,MODEL_6,40967.59
601520,2025-11-06,312,MODEL_7,41744.29
601521,2024-08-27,303,MODEL_4,40222.01
601522,2025-04-22,300,MODEL_7,40537.72
601523,2025-11-05,309,MODEL_2,48083.1
601524,2024-04-02,312,MODEL_9,31443.73
601525,2025-03-18,303,MODEL_10,44576.5
601526,2024-02-26,310,MODEL_8,48677.89
601527,2025-04-04,305,MODEL_2,46359.33
601528,2025-11-28,306,MODEL_1,51453.42
601529,2025-02-23,316,MODEL_10,50909.01
601530,2024-08-18,318,MODEL_2,42938.52
601531,2024-12-25,308,MODEL_9,25750.46
601532,2025-09-01,314,MODEL_2,33447.29
601533,2024-11-18,308,MODEL_3,51358.79
601534,2025-08-10,312,MODEL_3,45081.82
601535,2025-01-14,314,MODEL_8,32598.06
601536,2024-12-20,315,MODEL_4,62960.7
601537,2025-05-30,308,MODEL_2,50249.14
601538,2024-06-17,312,MODEL_1,56910.18
601539,2024-01-27,304,MODEL_8,46092.74
601540,2025-06-06,305,MODEL_7,41352.88
601541,2024-03-11,316,MODEL_2,55099.84
601542,2025-01-29,304,MODEL_2,53924.14
601543,2025-06-26,305,MODEL_10,39379.57
601544,2024-08-04,310,MODEL_7,33598.83
601545,2024-09-06,306,MODEL_3,51873.49
601546,2025-02-17,313,MODEL_2,45800.2
601547,2025-03-14,313,MODEL_6,33805.36
601548,2024-02-01,300,MODEL_7,54475.85
601549,2024-09-18,302,MODEL_5,45884.73
601550,2024-12-02,313,MODEL_5,31796.14
601551,2024-04-17,301,MODEL_5,53390.21
601552,2025-10-15,304,MODEL_10,49059.33
601553,2025-12-01,309,MODEL_9,33892.83
601554,2025-01-24,305,MODEL_7,42328.82
601555,2024-01-28,311,MODEL_5,50151.27
601556,2024-12-13,306,MODEL_7,40448.27
601557,2025-05-05,317,MODEL_8,48782.42
601558,2024-03-11,302,MODEL_3,38620.46
601559,2025-06-03,301,MODEL_8,58263.66
601560,2025-06-12,310,MODEL_7,40916.84
601561,2024-11-07,306,MODEL_10,49770.68
601562,2024-04-19,310,MODEL_5,43314.38
601563,2025-12-21,307,MODEL_1,36061.34
601564,2024-12-04,319,MODEL_3,54903.57
601565,2024-12-14,309,MODEL_8,53897.25
601566,2024-07-30,311,MODEL_9,44233.81
601567,2025-05-05,303,MODEL_2,29700.42
601568,2025-11-12,303,MODEL_2,61629.31
601569,2024-02-04,313,MODEL_5,37114.45
601570,2024-10-24,308,MODEL_3,43470.04
601571,2025-05-07,304,MODEL_8,40750.7
601572,2024-07-04,304,MODEL_1,57932.04
601573,2024-12-09,319,MODEL_3,41950.16
601574,2025-09-28,304,MODEL_4,49258.08
601575,2024-02-06,300,MODEL_1,57837.02
601576,2025-12-07,315,MODEL_2,51754.08
601577,2024-04-05,317,MODEL_9,47731.83
601578,2024-12-31,315,MODEL_4,41623.44
601579,2024-10-21,305,MODEL_8,56967.19
601580,2025-11-22,317,MODEL_9,50805.72
601581,2024-01-04,307,MODEL_9,49914.93
601582,2024-10-03,318,MODEL_2,48788.79
601583,2024-07-23,318,MODEL_10,40208.02
601584,2024-12-24,302,MODEL_1,45832.23
601585,2024-07-31,311,MODEL_6,48661.94
601586,2024-01-29,305,MODEL_6,52488.47
601587,2024-09-01,302,MODEL_3,43796.1
601588,2024-03-09,312,MODEL_10,49459.33
601589,2024-01-26,305,MODEL_10,50164.3
601590,2024-11-26,301,MODEL_6,39202.03
601591,2024-12-03,304,MODEL_3,39957.82
601592,2025-02-08,306,MODEL_7,39787.25
601593,2025-12-15,319,MODEL_10,46692.27
601594,2025-02-21,300,MODEL_6,44641.23
601595,2024-07-22,316,MODEL_3,50404.47
601596,2024-02-05,313,MODEL_9,49487.81
601597,2025-03-14,311,MODEL_1,34653.4
601598,2024-03-04,319,MODEL_1,33642.69
601599,2024-10-30,307,MODEL_6,34202.93
601600,2024-06-29,305,MODEL_1,49051.16
601601,2025-08-23,301,MODEL_4,27832.91
601602,2025-03-26,316,MODEL_3,46770.19
601603,2025-03-26,314,MODEL_6,53888.85
601604,2024-06-07,301,MODEL_3,32606.42
601605,2025-11-27,309,MODEL_4,44654.15
601606,2025-08-06,308,MODEL_2,45599.97
601607,2024-04-02,303,MODEL_8,55637.1
601608,2025-12-26,302,MODEL_8,39622.51
601609,2025-10-22,304,MODEL_1,55078.53
601610,2025-04-16,310,MODEL_10,38947.54
601611,2024-05-04,307,MODEL_10,45570.72
601612,2025-05-17,307,MODEL_5,45511.76
601613,2024-04-28,315,MODEL_1,42951.61
601614,2025-07-08,314,MODEL_8,43921.2
601615,2025-05-02,315,MODEL_7,51651.46
601616,2025-08-30,305,MODEL_8,44932.51
601617,2025-08-02,304,MODEL_5,47984.14
601618,2024-07-10,303,MODEL_6,35394.35
601619,2025-11-24,301,MODEL_1,39691.59
601620,2024-04-28,303,MODEL_3,45776.33
601621,2025-07-25,304,MODEL_4,47155.52
601622,2025-10-13,305,MODEL_1,33293.6
601623,2024-11-06,303,MODEL_10,44987.38
601624,2024-10-05,306,MODEL_4,57756.21
601625,2024-01-27,316,MODEL_3,26707.89
601626,2024-06-24,303,MODEL_2,45528.64
601627,2024-08-06,301,MODEL_4,49801.02
601628,2024-06-09,308,MODEL_8,42132.77
601629,2025-05-07,305,MODEL_9,33191.74
601630,2024-01-07,310,MODEL_10,51954.52
601631,2024-09-17,314,MODEL_7,42353.82
601632,2024-12-29,312,MODEL_7,47758.61
601633,2025-06-14,318,MODEL_10,32509.79
601634,2024-05-10,313,MODEL_5,53889.64
601635,2024-08-22,308,MODEL_4,43956.74
601636,2025-06-01,308,MODEL_9,48186.47
601637,2024-12-31,303,MODEL_2,49886.94
601638,2025-11-25,301,MODEL_5,50958.63
601639,2025-12-08,306,MODEL_8,34291.65
601640,2025-12-25,302,MODEL_5,51824.35
601641,2024-08-22,307,MODEL_10,47006.24
601642,2024-10-08,301,MODEL_2,24520.95
601643,2025-09-30,312,MODEL_10,55288.67
601644,2024-07-01,311,MODEL_5,42977.16
601645,2025-09-30,319,MODEL_1,22321.04
601646,2025-04-23,312,MODEL_10,50926.39
601647,2025-04-05,302,MODEL_3,45563.82
601648,2024-10-31,312,MODEL_5,47587.99
601649,2024-03-02,306,MODEL_5,54254.87
601650,2025-08-18,307,MODEL_4,64837.88
601651,2025-08-31,301,MODEL_1,35242.19
601652,2024-06-19,300,MODEL_9,41155.24
601653,2024-08-22,314,MODEL_5,35477.46
601654,2024-04-26,315,MODEL_9,46857.04
601655,2024-12-26,303,MODEL_4,50344.86
601656,2024-03-24,314,MODEL_8,56496.97
601657,2024-08-01,310,MODEL_6,55868.7
601658,2025-12-21,302,MODEL_9,24850.27
601659,2025-03-27,319,MODEL_2,51194.34
601660,2025-09-12,314,MODEL_6,36379.5
601661,2024-05-23,307,MODEL_3,37789.2
601662,2024-11-01,314,MODEL_8,46059.89
601663,2025-01-04,309,MODEL_9,46488.5
601664,2024-07-26,312,MODEL_5,44490.14
601665,2024-01-13,306,MODEL_9,42211.93
601666,2024-11-08,304,MODEL_2,47988.77
601667,2025-01-10,318,MODEL_5,39872.27
601668,2024-11-17,313,MODEL_3,53615.47
601669,2025-09-20,315,MODEL_10,38490.08
601670,2024-06-02,304,MODEL_8,46608.87
601671,2025-07-01,316,MODEL_10,52446.45
601672,2024-03-30,316,MODEL_3,39718.79
601673,2024-04-16,310,MODEL_3,50017.08
601674,2024-12-05,316,MODEL_2,29297.87
601675,2024-05-20,313,MODEL_2,48660.58
601676,2024-09-07,316,MODEL_7,63179.6
601677,2025-09-30,316,MODEL_8,42323.33
601678,2024-07-26,313,MODEL_6,52329.29
601679,2025-06-06,303,MODEL_1,32207.42
601680,2025-10-21,302,MODEL_6,45652.17
601681,2024-08-14,306,MODEL_9,52653.28
601682,2024-06-21,318,MODEL_6,33330.69
601683,2025-09-03,300,MODEL_1,43440.89
601684,2025-04-04,304,MODEL_8,63901.59
601685,2025-02-01,302,MODEL_4,44456.94
601686,2024-12-25,319,MODEL_6,50715.72
601687,2025-06-10,319,MODEL_2,39140.74
601688,2024-06-23,314,MODEL_6,30012.25
601689,2025-12-09,303,MODEL_1,40026.07
601690,2025-04-27,303,MODEL_6,52777.58
601691,2024-02-01,306,MODEL_4,42746.47
601692,2025-07-17,312,MODEL_5,30173.47
601693,2024-07-04,318,MODEL_6,48654.14
601694,2024-07-02,319,MODEL_4,38916.54
601695,2025-11-01,314,MODEL_8,41498.06
601696,2025-10-20,311,MODEL_2,48945.77
601697,2025-01-20,306,MODEL_5,55285.22
601698,2024-03-13,304,MODEL_4,24550.61
601699,2024-02-17,311,MODEL_3,54015.37
601700,2025-05-26,313,MODEL_10,52348.76
601701,2025-01-18,300,MODEL_9,44762.38
601702,2025-10-29,306,MODEL_7,27339.01
601703,2025-11-23,316,MODEL_5,38881.88
601704,2025-09-18,317,MODEL_7,46005.32
601705,2024-11-06,315,MODEL_4,48339.79
601706,2024-03-20,301,MODEL_2,56327.36
601707,2025-04-22,312,MODEL_2,52053.77
601708,2025-08-29,310,MODEL_2,34893.25
601709,2025-09-26,319,MODEL_3,44054.31
601710,2024-09-08,312,MODEL_6,48221.02
601711,2024-01-24,319,MODEL_2,53130.2
601712,2025-12-06,311,MODEL_3,41437.31
601713,2024-01-05,309,MODEL_8,34817.9
601714,2024-12-19,315,MODEL_9,57530.04
601715,2025-01-22,311,MODEL_1,49691.92
601716,2024-12-19,309,MODEL_10,49840.32
601717,2024-05-23,316,MODEL_8,54548.62
601718,2024-01-21,308,MODEL_6,39544.87
601719,2025-06-28,302,MODEL_6,28775.14
601720,2024-07-22,305,MODEL_3,54945.54
601721,2025-03-06,315,MODEL_6,39881.97
601722,2024-09-22,308,MODEL_5,45238.62
601723,2024-08-01,301,MODEL_4,44189.21
601724,2024-08-24,305,MODEL_3,41922.71
601725,2024-02-14,301,MODEL_8,51810.21
601726,2025-12-07,318,MODEL_1,49391.71
601727,2025-11-18,301,MODEL_1,50345.86
601728,2024-08-15,317,MODEL_3,45363.72
601729,2025-05-10,316,MODEL_10,49322.96
601730,2024-08-25,303,MODEL_6,56956.65
601731,2024-02-17,306,MODEL_2,48168.93
601732,2024-11-22,318,MODEL_4,40617.51
601733,2025-04-24,313,MODEL_7,34136.8
601734,2025-12-09,316,MODEL_9,42336.69
601735,2024-05-15,306,MODEL_4,50922.45
601736,2024-08-29,316,MODEL_8,49796.55
601737,2025-12-28,301,MODEL_3,54006.27
601738,2025-11-13,302,MODEL_4,51102.39
601739,2024-05-04,300,MODEL_4,33089.27
601740,2025-12-07,310,MODEL_1,37443.21
601741,2025-12-10,310,MODEL_9,28190.42
601742,2025-01-20,311,MODEL_6,40778.27
601743,2024-03-03,306,MODEL_2,41773.45
601744,2025-10-12,309,MODEL_8,43071.27
601745,2025-11-10,313,MODEL_8,43761.52
601746,2025-06-30,310,MODEL_4,54900.24
601747,2024-02-22,307,MODEL_5,40846.09
601748,2025-12-15,315,MODEL_10,49370.73
601749,2024-03-25,317,MODEL_7,44495.81
601750,2025-06-05,313,MODEL_10,38763.71
601751,2025-07-02,314,MODEL_4,46076.72
601752,2024-03-13,302,MODEL_8,43455.12
601753,2025-02-07,314,MODEL_6,42185.88
601754,2024-04-14,310,MODEL_9,52229.52
601755,2024-04-14,311,MODEL_10,41725.8
601756,2025-07-06,309,MODEL_5,42023.14
601757,2024-02-04,302,MODEL_10,45814.18
601758,2024-11-16,303,MODEL_1,38891.12
601759,2024-09-16,318,MODEL_10,46577.67
601760,2024-06-09,306,MODEL_7,39286.05
601761,2024-02-19,308,MODEL_9,52385.07
601762,2025-12-22,307,MODEL_8,52710.06
601763,2024-07-18,309,MODEL_1,52039.04
601764,2024-05-22,314,MODEL_7,52340.49
601765,2024-03-22,302,MODEL_7,48906.96
601766,2024-02-17,310,MODEL_4,54568.17
601767,2024-09-17,303,MODEL_7,49948.66
601768,2024-07-12,308,MODEL_4,51222.39
601769,2024-10-23,314,MODEL_2,43434.61
601770,2024-02-14,318,MODEL_8,45728.77
601771,2025-05-16,319,MODEL_5,60776.51
601772,2024-01-11,305,MODEL_7,38932.11
601773,2025-04-23,308,MODEL_4,39270.36
601774,2025-08-16,317,MODEL_2,52666.97
601775,2024-11-22,306,MODEL_4,36248.76
601776,2025-02-26,308,MODEL_8,34362.65
601777,2025-09-21,310,MODEL_6,42657.02
601778,2025-12-18,316,MODEL_7,42770.88
601779,2024-09-29,311,MODEL_10,30722.36
601780,2024-08-22,311,MODEL_3,34824.08
601781,2025-05-14,319,MODEL_1,51603.79
601782,2025-12-03,319,MODEL_9,57518.54
601783,2024-08-20,305,MODEL_9,35393.03
601784,2024-05-26,312,MODEL_6,43568.79
601785,2024-05-11,303,MODEL_6,38222.14
601786,2025-05-20,318,MODEL_8,44758.98
601787,2024-11-25,300,MODEL_10,49291.22
601788,2024-04-28,316,MODEL_3,57288.86
601789,2025-01-21,312,MODEL_4,38652.98
601790,2025-04-28,315,MODEL_10,45087.98
601791,2025-09-11,316,MODEL_8,54693.97
601792,2024-07-22,309,MODEL_6,38311.5
601793,2025-12-13,317,MODEL_10,49763.69
601794,2024-10-09,314,MODEL_1,37649.33
601795,2025-09-16,319,MODEL_6,49617.9
601796,2025-09-29,315,MODEL_8,46760.02
601797,2024-05-26,318,MODEL_5,62622.65
601798,2025-07-24,309,MODEL_4,49937.58
601799,2025-03-13,319,MODEL_10,47231.22
601800,2025-03-20,302,MODEL_2,42102.93
601801,2025-04-15,312,MODEL_8,51628.11
601802,2024-07-31,315,MODEL_1,50004.02
