month,region,model_code,product_type,term_months,credit_tier,buy_rate_apr,published_apr,money_factor,residual_pct
2025-03,West,MODEL_4,Finance,60,A,4.123,4.653,,
2025-03,West,MODEL_4,Lease,36,B,,,0.002526,0.559
2025-03,West,MODEL_4,Finance,48,B,4.579,5.056,,
2025-03,West,MODEL_4,Lease,60,B,,,0.001706,0.517
2025-03,West,MODEL_4,Lease,36,C,,,0.001838,0.516
2025-03,West,MODEL_4,Lease,48,C,,,0.002312,0.498
2025-03,West,MODEL_4,Finance,60,C,3.775,4.517,,
2025-03,West,MODEL_5,Lease,36,A,,,0.004357,0.546
2025-03,West,MODEL_5,Lease,48,A,,,0.001589,0.599
2025-03,West,MODEL_5,Finance,60,A,6.17,6.65,,
2025-03,West,MODEL_5,Lease,36,B,,,0.003177,0.595
2025-03,West,MODEL_5,Finance,48,B,6.217,7.196,,
2025-03,West,MODEL_5,Lease,60,B,,,0.002314,0.586
2025-03,West,MODEL_5,Finance,36,C,3.733,4.225,,
2025-03,West,MODEL_5,Finance,48,C,4.011,4.499,,
2025-03,West,MODEL_5,Lease,60,C,,,0.002725,0.545
2025-03,West,MODEL_6,Lease,36,A,,,0.003237,0.634
2025-03,West,MODEL_6,Lease,48,A,,,0.001801,0.6
2025-03,West,MODEL_6,Finance,60,A,5.094,5.885,,
2025-03,West,MODEL_6,Finance,36,B,5.494,5.914,,
2025-03,West,MODEL_6,Lease,48,B,,,0.002381,0.515
2025-03,West,MODEL_6,Lease,60,B,,,0.003097,0.48
2025-03,West,MODEL_6,Finance,36,C,5.516,6.199,,
2025-03,West,MODEL_6,Finance,48,C,5.122,5.43,,
2025-03,West,MODEL_6,Lease,60,C,,,0.002361,0.489
2025-03,West,MODEL_7,Lease,36,A,,,0.003498,0.553
2025-03,West,MODEL_7,Finance,48,A,5.562,6.217,,
2025-03,West,MODEL_7,Lease,60,A,,,0.003304,0.515
2025-03,West,MODEL_7,Lease,36,B,,,0.001701,0.596
2025-03,West,MODEL_7,Finance,48,B,5.221,6.011,,
2025-03,West,MODEL_7,Lease,60,B,,,0.004004,0.515
2025-03,West,MODEL_7,Finance,36,C,3.759,4.603,,
2025-03,West,MODEL_7,Finance,48,C,6.4,7.286,,
2025-03,West,MODEL_7,Lease,60,C,,,0.003525,0.534
2025-03,West,MODEL_8,Finance,36,A,6.364,7.317,,
2025-03,West,MODEL_8,Lease,48,A,,,0.00199,0.571
2025-03,West,MODEL_8,Lease,60,A,,,0.002611,0.625
2025-03,West,MODEL_8,Finance,36,B,5.494,6.108,,
2025-03,West,MODEL_8,Lease,48,B,,,0.003876,0.548
2025-03,West,MODEL_8,Finance,60,B,6.924,7.593,,
2025-03,West,MODEL_8,Finance,36,C,4.099,5.063,,
2025-03,West,MODEL_8,Lease,48,C,,,0.003257,0.538
2025-03,West,MODEL_8,Lease,60,C,,,0.003787,0.542
2025-03,West,MODEL_9,Finance,36,A,5.152,5.697,,
2025-03,West,MODEL_9,Finance,48,A,3.836,4.253,,
2025-03,West,MODEL_9,Lease,60,A,,,0.004348,0.504
2025-03,West,MODEL_9,Lease,36,B,,,0.00232,0.592
2025-03,West,MODEL_9,Finance,48,B,4.641,5.024,,
2025-03,West,MODEL_9,Finance,60,B,4.263,4.732,,
2025-03,West,MODEL_9,Finance,36,C,4.012,4.764,,
2025-03,West,MODEL_9,Lease,48,C,,,0.002537,0.631
2025-03,West,MODEL_9,Finance,60,C,4.356,4.868,,
2025-03,West,MODEL_10,Finance,36,A,6.271,7.219,,
2025-03,West,MODEL_10,Lease,48,A,,,0.001601,0.651
2025-03,West,MODEL_10,Finance,60,A,4.151,4.777,,
2025-03,West,MODEL_10,Finance,36,B,4.201,4.704,,
2025-03,West,MODEL_10,Finance,48,B,3.748,4.706,,
2025-03,West,MODEL_10,Finance,60,B,4.904,5.419,,
2025-03,West,MODEL_10,Finance,36,C,3.847,4.216,,
2025-03,West,MODEL_10,Finance,48,C,5.77,6.417,,
2025-03,West,MODEL_10,Finance,60,C,6.628,7.115,,
2025-04,East,MODEL_1,Lease,36,A,,,0.002329,0.509
2025-04,East,MODEL_1,Finance,48,A,4.314,5.094,,
2025-04,East,MODEL_1,Finance,60,A,6.601,7.447,,
2025-04,East,MODEL_1,Lease,36,B,,,0.003873,0.601
2025-04,East,MODEL_1,Finance,48,B,5.165,6.11,,
2025-04,East,MODEL_1,Lease,60,B,,,0.003462,0.624
2025-04,East,MODEL_1,Finance,36,C,5.319,6.139,,
2025-04,East,MODEL_1,Finance,48,C,5.83,6.826,,
2025-04,East,MODEL_1,Lease,60,C,,,0.001553,0.574
2025-04,East,MODEL_2,Lease,36,A,,,0.003687,0.618
2025-04,East,MODEL_2,Lease,48,A,,,0.003665,0.65
2025-04,East,MODEL_2,Finance,60,A,4.684,5.321,,
2025-04,East,MODEL_2,Finance,36,B,5.957,6.494,,
2025-04,East,MODEL_2,Finance,48,B,6.749,7.062,,
2025-04,East,MODEL_2,Finance,60,B,6.067,6.391,,
2025-04,East,MODEL_2,Lease,36,C,,,0.003249,0.568
2025-04,East,MODEL_2,Lease,48,C,,,0.004174,0.494
2025-04,East,MODEL_2,Finance,60,C,3.89,4.74,,
2025-04,East,MODEL_3,Lease,36,A,,,0.003867,0.495
2025-04,East,MODEL_3,Lease,48,A,,,0.001961,0.617
2025-04,East,MODEL_3,Finance,60,A,4.852,5.779,,
2025-04,East,MODEL_3,Lease,36,B,,,0.001702,0.605
2025-04,East,MODEL_3,Lease,48,B,,,0.004282,0.506
2025-04,East,MODEL_3,Finance,60,B,5.924,6.425,,
2025-04,East,MODEL_3,Lease,36,C,,,0.003007,0.566
2025-04,East,MODEL_3,Lease,48,C,,,0.004357,0.574
2025-04,East,MODEL_3,Finance,60,C,3.668,4.553,,
2025-04,East,MODEL_4,Lease,36,A,,,0.003616,0.545
2025-04,East,MODEL_4,Lease,48,A,,,0.001759,0.618
2025-04,East,MODEL_4,Finance,60,A,3.646,4.237,,
2025-04,East,MODEL_4,Finance,36,B,5.867,6.449,,
2025-04,East,MODEL_4,Finance,48,B,5.501,5.93,,
2025-04,East,MODEL_4,Lease,60,B,,,0.003916,0.586
2025-04,East,MODEL_4,Lease,36,C,,,0.003596,0.562
2025-04,East,MODEL_4,Finance,48,C,4.076,4.463,,
2025-04,East,MODEL_4,Finance,60,C,5.312,5.874,,
2025-04,East,MODEL_5,Lease,36,A,,,0.004127,0.503
2025-04,East,MODEL_5,Finance,48,A,6.178,6.812,,
2025-04,East,MODEL_5,Finance,60,A,3.844,4.533,,
2025-04,East,MODEL_5,Lease,36,B,,,0.004085,0.499
2025-04,East,MODEL_5,Lease,48,B,,,0.00159,0.524
2025-04,East,MODEL_5,Finance,60,B,4.004,4.95,,
2025-04,East,MODEL_5,Lease,36,C,,,0.001809,0.619
2025-04,East,MODEL_5,Lease,48,C,,,0.00312,0.511
2025-04,East,MODEL_5,Lease,60,C,,,0.003381,0.503
2025-04,East,MODEL_6,Lease,36,A,,,0.001898,0.55
2025-04,East,MODEL_6,Finance,48,A,6.909,7.422,,
2025-04,East,MODEL_6,Lease,60,A,,,0.002355,0.516
2025-04,East,MODEL_6,Lease,36,B,,,0.002722,0.557
2025-04,East,MODEL_6,Finance,48,B,6.524,6.854,,
2025-04,East,MODEL_6,Lease,60,B,,,0.00309,0.482
2025-04,East,MODEL_6,Finance,36,C,6.869,7.676,,
2025-04,East,MODEL_6,Finance,48,C,4.203,4.949,,
2025-04,East,MODEL_6,Finance,60,C,5.675,6.576,,
2025-04,East,MODEL_7,Lease,36,A,,,0.001742,0.636
2025-04,East,MODEL_7,Lease,48,A,,,0.003103,0.639
2025-04,East,MODEL_7,Finance,60,A,3.752,4.277,,
2025-04,East,MODEL_7,Lease,36,B,,,0.004042,0.596
2025-04,East,MODEL_7,Lease,48,B,,,0.003024,0.552
2025-04,East,MODEL_7,Finance,60,B,6.757,7.618,,
2025-04,East,MODEL_7,Finance,36,C,4.142,4.461,,
2025-04,East,MODEL_7,Lease,48,C,,,0.001519,0.53
2025-04,East,MODEL_7,Lease,60,C,,,0.003688,0.549
2025-04,East,MODEL_8,Finance,36,A,6.391,6.747,,
2025-04,East,MODEL_8,Lease,48,A,,,0.003893,0.635
2025-04,East,MODEL_8,Finance,60,A,6.168,6.508,,
2025-04,East,MODEL_8,Finance,36,B,6.694,7.486,,
2025-04,East,MODEL_8,Lease,48,B,,,0.003548,0.617
2025-04,East,MODEL_8,Finance,60,B,5.787,6.24,,
2025-04,East,MODEL_8,Finance,36,C,4.741,5.049,,
2025-04,East,MODEL_8,Finance,48,C,3.708,4.356,,
2025-04,East,MODEL_8,Lease,60,C,,,0.002707,0.54
2025-04,East,MODEL_9,Finance,36,A,4.211,5.098,,
2025-04,East,MODEL_9,Finance,48,A,4.181,5.057,,
2025-04,East,MODEL_9,Finance,60,A,4.556,5.305,,
2025-04,East,MODEL_9,Lease,36,B,,,0.003477,0.629
2025-04,East,MODEL_9,Finance,48,B,3.568,4.144,,
2025-04,East,MODEL_9,Lease,60,B,,,0.003081,0.566
2025-04,East,MODEL_9,Finance,36,C,4.461,5.071,,
2025-04,East,MODEL_9,Finance,48,C,5.536,6.014,,
2025-04,East,MODEL_9,Lease,60,C,,,0.001967,0.624
2025-04,East,MODEL_10,Lease,36,A,,,0.004407,0.599
2025-04,East,MODEL_10,Finance,48,A,4.109,4.492,,
2025-04,East,MODEL_10,Finance,60,A,4.531,5.241,,
2025-04,East,MODEL_10,Lease,36,B,,,0.00249,0.484
2025-04,East,MODEL_10,Lease,48,B,,,0.002349,0.586
2025-04,East,MODEL_10,Finance,60,B,3.654,4.482,,
2025-04,East,MODEL_10,Lease,36,C,,,0.001865,0.556
2025-04,East,MODEL_10,Finance,48,C,3.723,4.402,,
2025-04,East,MODEL_10,Lease,60,C,,,0.002086,0.569
2025-04,South,MODEL_1,Finance,36,A,5.516,6.089,,
2025-04,South,MODEL_1,Lease,48,A,,,0.004142,0.59
2025-04,South,MODEL_1,Lease,60,A,,,0.003236,0.565
2025-04,South,MODEL_1,Lease,36,B,,,0.00411,0.594
2025-04,South,MODEL_1,Finance,48,B,6.819,7.318,,
2025-04,South,MODEL_1,Lease,60,B,,,0.002406,0.481
2025-04,South,MODEL_1,Lease,36,C,,,0.004279,0.593
2025-04,South,MODEL_1,Lease,48,C,,,0.003985,0.494
2025-04,South,MODEL_1,Lease,60,C,,,0.003053,0.65
2025-04,South,MODEL_2,Finance,36,A,6.815,7.326,,
2025-04,South,MODEL_2,Lease,48,A,,,0.003513,0.509
2025-04,South,MODEL_2,Finance,60,A,4.324,4.763,,
2025-04,South,MODEL_2,Finance,36,B,5.962,6.314,,
2025-04,South,MODEL_2,Finance,48,B,4.039,4.979,,
2025-04,South,MODEL_2,Finance,60,B,5.485,6.475,,
2025-04,South,MODEL_2,Lease,36,C,,,0.004114,0.557
2025-04,South,MODEL_2,Lease,48,C,,,0.004175,0.6
2025-04,South,MODEL_2,Lease,60,C,,,0.003774,0.524
2025-04,South,MODEL_3,Finance,36,A,6.281,7.171,,
2025-04,South,MODEL_3,Finance,48,A,4.999,5.987,,
2025-04,South,MODEL_3,Finance,60,A,5.384,6.057,,
2025-04,South,MODEL_3,Finance,36,B,4.346,4.88,,
2025-04,South,MODEL_3,Finance,48,B,6.723,7.347,,
2025-04,South,MODEL_3,Lease,60,B,,,0.001795,0.541
2025-04,South,MODEL_3,Lease,36,C,,,0.001881,0.528
2025-04,South,MODEL_3,Lease,48,C,,,0.003658,0.592
2025-04,South,MODEL_3,Lease,60,C,,,0.003294,0.557
2025-04,South,MODEL_4,Finance,36,A,5.856,6.323,,
2025-04,South,MODEL_4,Lease,48,A,,,0.003029,0.656
2025-04,South,MODEL_4,Lease,60,A,,,0.004028,0.504
2025-04,South,MODEL_4,Lease,36,B,,,0.003053,0.503
2025-04,South,MODEL_4,Lease,48,B,,,0.004299,0.627
2025-04,South,MODEL_4,Finance,60,B,5.272,5.765,,
2025-04,South,MODEL_4,Lease,36,C,,,0.004071,0.658
2025-04,South,MODEL_4,Finance,48,C,4.052,4.55,,
2025-04,South,MODEL_4,Lease,60,C,,,0.002139,0.519
2025-04,South,MODEL_5,Lease,36,A,,,0.002615,0.62
2025-04,South,MODEL_5,Finance,48,A,5.641,6.108,,
2025-04,South,MODEL_5,Finance,60,A,5.104,5.561,,
2025-04,South,MODEL_5,Lease,36,B,,,0.001825,0.57
2025-04,South,MODEL_5,Lease,48,B,,,0.00273,0.59
2025-04,South,MODEL_5,Lease,60,B,,,0.00328,0.539
2025-04,South,MODEL_5,Lease,36,C,,,0.002049,0.589
2025-04,South,MODEL_5,Lease,48,C,,,0.004327,0.488
2025-04,South,MODEL_5,Finance,60,C,6.277,6.61,,
2025-04,South,MODEL_6,Lease,36,A,,,0.003911,0.521
2025-04,South,MODEL_6,Finance,48,A,5.407,6.218,,
2025-04,South,MODEL_6,Finance,60,A,5.868,6.615,,
2025-04,South,MODEL_6,Finance,36,B,5.605,6.546,,
2025-04,South,MODEL_6,Lease,48,B,,,0.002972,0.656
2025-04,South,MODEL_6,Finance,60,B,5.377,5.764,,
2025-04,South,MODEL_6,Finance,36,C,5.692,6.159,,
2025-04,South,MODEL_6,Finance,48,C,4.787,5.73,,
2025-04,South,MODEL_6,Lease,60,C,,,0.003035,0.605
2025-04,South,MODEL_7,Finance,36,A,6.307,6.746,,
2025-04,South,MODEL_7,Finance,48,A,6.181,6.529,,
2025-04,South,MODEL_7,Finance,60,A,5.025,5.581,,
2025-04,South,MODEL_7,Finance,36,B,6.017,6.99,,
2025-04,South,MODEL_7,Lease,48,B,,,0.002874,0.606
2025-04,South,MODEL_7,Finance,60,B,6.511,6.976,,
2025-04,South,MODEL_7,Finance,36,C,3.778,4.292,,
2025-04,South,MODEL_7,Finance,48,C,5.069,5.688,,
2025-04,South,MODEL_7,Finance,60,C,5.26,6.192,,
2025-04,South,MODEL_8,Finance,36,A,6.881,7.324,,
2025-04,South,MODEL_8,Finance,48,A,6.244,7.012,,
2025-04,South,MODEL_8,Lease,60,A,,,0.001655,0.599
2025-04,South,MODEL_8,Finance,36,B,3.548,3.945,,
2025-04,South,MODEL_8,Lease,48,B,,,0.002265,0.594
2025-04,South,MODEL_8,Finance,60,B,5.704,6.614,,
2025-04,South,MODEL_8,Finance,36,C,4.071,4.638,,
2025-04,South,MODEL_8,Finance,48,C,6.899,7.501,,
2025-04,South,MODEL_8,Finance,60,C,3.761,4.256,,
2025-04,South,MODEL_9,Lease,36,A,,,0.003625,0.552
2025-04,South,MODEL_9,Lease,48,A,,,0.002057,0.638
2025-04,South,MODEL_9,Finance,60,A,5.995,6.555,,
2025-04,South,MODEL_9,Lease,36,B,,,0.002743,0.626
2025-04,South,MODEL_9,Finance,48,B,6.733,7.177,,
2025-04,South,MODEL_9,Finance,60,B,6.879,7.384,,
2025-04,South,MODEL_9,Lease,36,C,,,0.003053,0.497
2025-04,South,MODEL_9,Lease,48,C,,,0.002918,0.519
2025-04,South,MODEL_9,Finance,60,C,6.761,7.429,,
2025-04,South,MODEL_10,Lease,36,A,,,0.003353,0.605
2025-04,South,MODEL_10,Lease,48,A,,,0.004139,0.587
2025-04,South,MODEL_10,Lease,60,A,,,0.002801,0.589
2025-04,South,MODEL_10,Finance,36,B,6.41,7.145,,
2025-04,South,MODEL_10,Finance,48,B,6.205,6.822,,
2025-04,South,MODEL_10,Finance,60,B,3.788,4.787,,
2025-04,South,MODEL_10,Finance,36,C,5.235,5.957,,
2025-04,South,MODEL_10,Lease,48,C,,,0.002092,0.653
2025-04,South,MODEL_10,Lease,60,C,,,0.003107,0.515
2025-04,Midwest,MODEL_1,Finance,36,A,5.399,5.804,,
2025-04,Midwest,MODEL_1,Lease,48,A,,,0.003093,0.546
2025-04,Midwest,MODEL_1,Lease,60,A,,,0.002724,0.654
2025-04,Midwest,MODEL_1,Finance,36,B,5.701,6.502,,
2025-04,Midwest,MODEL_1,Finance,48,B,5.316,5.841,,
2025-04,Midwest,MODEL_1,Finance,60,B,6.312,6.658,,
2025-04,Midwest,MODEL_1,Finance,36,C,6.533,7.503,,
2025-04,Midwest,MODEL_1,Lease,48,C,,,0.001645,0.617
2025-04,Midwest,MODEL_1,Finance,60,C,4.442,5.101,,
2025-04,Midwest,MODEL_2,Lease,36,A,,,0.003664,0.524
2025-04,Midwest,MODEL_2,Lease,48,A,,,0.002129,0.483
2025-04,Midwest,MODEL_2,Lease,60,A,,,0.003643,0.509
2025-04,Midwest,MODEL_2,Finance,36,B,4.963,5.667,,
2025-04,Midwest,MODEL_2,Finance,48,B,5.958,6.528,,
2025-04,Midwest,MODEL_2,Finance,60,B,3.613,4.336,,
2025-04,Midwest,MODEL_2,Finance,36,C,5.78,6.422,,
2025-04,Midwest,MODEL_2,Finance,48,C,5.598,6.101,,
2025-04,Midwest,MODEL_2,Lease,60,C,,,0.003986,0.514
2025-04,Midwest,MODEL_3,Lease,36,A,,,0.002902,0.52
2025-04,Midwest,MODEL_3,Finance,48,A,5.709,6.475,,
2025-04,Midwest,MODEL_3,Lease,60,A,,,0.003305,0.621
2025-04,Midwest,MODEL_3,Finance,36,B,5.86,6.561,,
2025-04,Midwest,MODEL_3,Lease,48,B,,,0.003812,0.651
2025-04,Midwest,MODEL_3,Lease,60,B,,,0.004099,0.65
2025-04,Midwest,MODEL_3,Finance,36,C,5.948,6.265,,
2025-04,Midwest,MODEL_3,Lease,48,C,,,0.003038,0.54
2025-04,Midwest,MODEL_3,Finance,60,C,3.941,4.805,,
2025-04,Midwest,MODEL_4,Lease,36,A,,,0.004018,0.641
2025-04,Midwest,MODEL_4,Lease,48,A,,,0.00256,0.544
2025-04,Midwest,MODEL_4,Finance,60,A,6.653,7.578,,
2025-04,Midwest,MODEL_4,Lease,36,B,,,0.002218,0.612
2025-04,Midwest,MODEL_4,Lease,48,B,,,0.003992,0.489
2025-04,Midwest,MODEL_4,Lease,60,B,,,0.001536,0.579
2025-04,Midwest,MODEL_4,Finance,36,C,5.289,6.164,,
2025-04,Midwest,MODEL_4,Finance,48,C,4.916,5.715,,
2025-04,Midwest,MODEL_4,Lease,60,C,,,0.003549,0.538
2025-04,Midwest,MODEL_5,Finance,36,A,4.057,4.817,,
2025-04,Midwest,MODEL_5,Finance,48,A,4.624,5.515,,
2025-04,Midwest,MODEL_5,Finance,60,A,3.692,4.426,,
2025-04,Midwest,MODEL_5,Finance,36,B,3.715,4.342,,
2025-04,Midwest,MODEL_5,Lease,48,B,,,0.001764,0.551
2025-04,Midwest,MODEL_5,Lease,60,B,,,0.003269,0.633
2025-04,Midwest,MODEL_5,Finance,36,C,3.851,4.376,,
2025-04,Midwest,MODEL_5,Finance,48,C,4.084,4.467,,
2025-04,Midwest,MODEL_5,Finance,60,C,4.986,5.569,,
2025-04,Midwest,MODEL_6,Lease,36,A,,,0.003603,0.644
2025-04,Midwest,MODEL_6,Finance,48,A,6.357,6.7,,
2025-04,Midwest,MODEL_6,Finance,60,A,5.739,6.141,,
2025-04,Midwest,MODEL_6,Lease,36,B,,,0.00442,0.487
2025-04,Midwest,MODEL_6,Lease,48,B,,,0.002925,0.643
2025-04,Midwest,MODEL_6,Finance,60,B,4.305,4.871,,
2025-04,Midwest,MODEL_6,Finance,36,C,6.665,7.561,,
2025-04,Midwest,MODEL_6,Finance,48,C,4.636,5.417,,
2025-04,Midwest,MODEL_6,Finance,60,C,5.602,5.909,,
2025-04,Midwest,MODEL_7,Finance,36,A,5.654,6.465,,
2025-04,Midwest,MODEL_7,Lease,48,A,,,0.003523,0.52
2025-04,Midwest,MODEL_7,Lease,60,A,,,0.004255,0.5
2025-04,Midwest,MODEL_7,Finance,36,B,3.966,4.651,,
2025-04,Midwest,MODEL_7,Finance,48,B,6.3,6.971,,
2025-04,Midwest,MODEL_7,Finance,60,B,4.282,5.261,,
2025-04,Midwest,MODEL_7,Lease,36,C,,,0.002421,0.493
2025-04,Midwest,MODEL_7,Lease,48,C,,,0.002648,0.493
2025-04,Midwest,MODEL_7,Lease,60,C,,,0.003229,0.509
2025-04,Midwest,MODEL_8,Lease,36,A,,,0.003277,0.63
2025-04,Midwest,MODEL_8,Finance,48,A,5.394,6.082,,
2025-04,Midwest,MODEL_8,Lease,60,A,,,0.002199,0.494
2025-04,Midwest,MODEL_8,Finance,36,B,5.665,6.223,,
2025-04,Midwest,MODEL_8,Lease,48,B,,,0.004121,0.611
2025-04,Midwest,MODEL_8,Lease,60,B,,,0.001613,0.586
2025-04,Midwest,MODEL_8,Lease,36,C,,,0.002244,0.51
2025-04,Midwest,MODEL_8,Finance,48,C,6.922,7.383,,
2025-04,Midwest,MODEL_8,Lease,60,C,,,0.001958,0.493
2025-04,Midwest,MODEL_9,Finance,36,A,6.186,6.817,,
2025-04,Midwest,MODEL_9,Lease,48,A,,,0.002808,0.546
2025-04,Midwest,MODEL_9,Finance,60,A,6.885,7.187,,
2025-04,Midwest,MODEL_9,Lease,36,B,,,0.004052,0.526
2025-04,Midwest,MODEL_9,Finance,48,B,4.55,5.275,,
2025-04,Midwest,MODEL_9,Finance,60,B,3.686,4.629,,
2025-04,Midwest,MODEL_9,Finance,36,C,3.928,4.457,,
2025-04,Midwest,MODEL_9,Finance,48,C,5.908,6.29,,
2025-04,Midwest,MODEL_9,Lease,60,C,,,0.002057,0.49
2025-04,Midwest,MODEL_10,Lease,36,A,,,0.003103,0.605
2025-04,Midwest,MODEL_10,Finance,48,A,4.534,5.284,,
2025-04,Midwest,MODEL_10,Finance,60,A,6.02,6.705,,
2025-04,Midwest,MODEL_10,Lease,36,B,,,0.001693,0.575
2025-04,Midwest,MODEL_10,Lease,48,B,,,0.003201,0.496
2025-04,Midwest,MODEL_10,Finance,60,B,6.031,6.549,,
2025-04,Midwest,MODEL_10,Lease,36,C,,,0.003513,0.542
2025-04,Midwest,MODEL_10,Lease,48,C,,,0.002632,0.654
2025-04,Midwest,MODEL_10,Finance,60,C,6.629,7.15,,
2025-04,West,MODEL_1,Finance,36,A,6.035,6.917,,
2025-04,West,MODEL_1,Finance,48,A,3.603,4.591,,
2025-04,West,MODEL_1,Lease,60,A,,,0.002004,0.55
2025-04,West,MODEL_1,Lease,36,B,,,0.002658,0.53
2025-04,West,MODEL_1,Finance,48,B,6.892,7.666,,
2025-04,West,MODEL_1,Finance,60,B,5.613,5.961,,
2025-04,West,MODEL_1,Lease,36,C,,,0.003178,0.486
2025-04,West,MODEL_1,Lease,48,C,,,0.003886,0.517
2025-04,West,MODEL_1,Lease,60,C,,,0.003968,0.533
2025-04,West,MODEL_2,Lease,36,A,,,0.003793,0.509
2025-04,West,MODEL_2,Finance,48,A,5.891,6.693,,
2025-04,West,MODEL_2,Lease,60,A,,,0.001676,0.502
2025-04,West,MODEL_2,Lease,36,B,,,0.00152,0.601
2025-04,West,MODEL_2,Finance,48,B,3.69,4.037,,
2025-04,West,MODEL_2,Lease,60,B,,,0.002177,0.596
2025-04,West,MODEL_2,Finance,36,C,5.401,5.934,,
2025-04,West,MODEL_2,Lease,48,C,,,0.003775,0.637
2025-04,West,MODEL_2,Lease,60,C,,,0.003461,0.536
2025-04,West,MODEL_3,Lease,36,A,,,0.002548,0.56
2025-04,West,MODEL_3,Lease,48,A,,,0.002112,0.625
2025-04,West,MODEL_3,Lease,60,A,,,0.001891,0.652
2025-04,West,MODEL_3,Finance,36,B,5.352,5.891,,
2025-04,West,MODEL_3,Lease,48,B,,,0.004457,0.493
2025-04,West,MODEL_3,Finance,60,B,5.152,6.037,,
2025-04,West,MODEL_3,Finance,36,C,6.035,6.597,,
2025-04,West,MODEL_3,Finance,48,C,4.749,5.087,,
2025-04,West,MODEL_3,Finance,60,C,4.123,5.079,,
2025-04,West,MODEL_4,Lease,36,A,,,0.002405,0.625
2025-04,West,MODEL_4,Finance,48,A,5.944,6.634,,
2025-04,West,MODEL_4,Lease,60,A,,,0.001889,0.591
2025-04,West,MODEL_4,Finance,36,B,5.819,6.342,,
2025-04,West,MODEL_4,Lease,48,B,,,0.004352,0.651
2025-04,West,MODEL_4,Finance,60,B,4.368,5.111,,
2025-04,West,MODEL_4,Lease,36,C,,,0.002276,0.509
2025-04,West,MODEL_4,Lease,48,C,,,0.003368,0.648
2025-04,West,MODEL_4,Lease,60,C,,,0.004473,0.57
2025-04,West,MODEL_5,Lease,36,A,,,0.001651,0.573
2025-04,West,MODEL_5,Finance,48,A,4.538,5.144,,
2025-04,West,MODEL_5,Finance,60,A,5.421,6.005,,
2025-04,West,MODEL_5,Lease,36,B,,,0.002726,0.549
2025-04,West,MODEL_5,Lease,48,B,,,0.002568,0.524
2025-04,West,MODEL_5,Finance,60,B,4.958,5.846,,
2025-04,West,MODEL_5,Finance,36,C,3.563,3.986,,
2025-04,West,MODEL_5,Lease,48,C,,,0.003484,0.499
2025-04,West,MODEL_5,Lease,60,C,,,0.002515,0.657
2025-04,West,MODEL_6,Lease,36,A,,,0.002728,0.59
2025-04,West,MODEL_6,Lease,48,A,,,0.003627,0.507
2025-04,West,MODEL_6,Finance,60,A,6.931,7.682,,
2025-04,West,MODEL_6,Finance,36,B,5.78,6.216,,
2025-04,West,MODEL_6,Lease,48,B,,,0.002154,0.608
2025-04,West,MODEL_6,Finance,60,B,5.598,6.096,,
2025-04,West,MODEL_6,Lease,36,C,,,0.004459,0.589
2025-04,West,MODEL_6,Finance,48,C,4.322,4.86,,
2025-04,West,MODEL_6,Lease,60,C,,,0.004147,0.547
2025-04,West,MODEL_7,Finance,36,A,3.65,4.056,,
2025-04,West,MODEL_7,Finance,48,A,4.483,5.372,,
2025-04,West,MODEL_7,Lease,60,A,,,0.003374,0.542
2025-04,West,MODEL_7,Lease,36,B,,,0.002106,0.523
2025-04,West,MODEL_7,Lease,48,B,,,0.001817,0.558
2025-04,West,MODEL_7,Lease,60,B,,,0.002998,0.647
2025-04,West,MODEL_7,Lease,36,C,,,0.003064,0.633
2025-04,West,MODEL_7,Lease,48,C,,,0.001714,0.598
2025-04,West,MODEL_7,Finance,60,C,5.563,6.075,,
2025-04,West,MODEL_8,Finance,36,A,3.988,4.733,,
2025-04,West,MODEL_8,Lease,48,A,,,0.001833,0.578
2025-04,West,MODEL_8,Finance,60,A,4.417,4.94,,
2025-04,West,MODEL_8,Lease,36,B,,,0.004149,0.56
2025-04,West,MODEL_8,Finance,48,B,3.845,4.155,,
2025-04,West,MODEL_8,Finance,60,B,4.669,5.508,,
2025-04,West,MODEL_8,Lease,36,C,,,0.003341,0.585
2025-04,West,MODEL_8,Lease,48,C,,,0.001852,0.568
2025-04,West,MODEL_8,Finance,60,C,5.955,6.558,,
2025-04,West,MODEL_9,Lease,36,A,,,0.001538,0.548
2025-04,West,MODEL_9,Lease,48,A,,,0.003171,0.626
2025-04,West,MODEL_9,Lease,60,A,,,0.001784,0.497
2025-04,West,MODEL_9,Lease,36,B,,,0.00382,0.628
2025-04,West,MODEL_9,Finance,48,B,4.48,4.952,,
2025-04,West,MODEL_9,Finance,60,B,5.315,6.143,,
2025-04,West,MODEL_9,Lease,36,C,,,0.003769,0.498
2025-04,West,MODEL_9,Finance,48,C,6.61,7.029,,
2025-04,West,MODEL_9,Finance,60,C,3.619,4.486,,
2025-04,West,MODEL_10,Lease,36,A,,,0.001913,0.522
2025-04,West,MODEL_10,Finance,48,A,6.293,7.063,,
2025-04,West,MODEL_10,Finance,60,A,6.181,7.082,,
2025-04,West,MODEL_10,Finance,36,B,3.567,4.239,,
2025-04,West,MODEL_10,Finance,48,B,6.76,7.165,,
2025-04,West,MODEL_10,Finance,60,B,5.238,6.073,,
2025-04,West,MODEL_10,Lease,36,C,,,0.00337,0.572
2025-04,West,MODEL_10,Lease,48,C,,,0.001963,0.651
2025-04,West,MODEL_10,Finance,60,C,6.484,7.322,,
